hiwabuxXayaH	hiwa-buxXayaH	{"input": "hiwa-buxXayaH", "status": "success", "segmentation": ["hiwa-buxXayaH"], "morph": [{"word": "hiwa-", "stem": "hiwa#1", "root": "hi#2", "phase": "Iikc", "derivational_morph": "pp.", "inflectional_morphs": ["iic."]}, {"word": "hiwa-", "stem": "hiwa#2", "root": "XA#1", "phase": "Iikc", "derivational_morph": "pp.", "inflectional_morphs": ["iic."]}, {"word": "buxXayaH", "stem": "buxXi", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["m. pl. nom."]}, {"word": "buxXayaH", "stem": "buxXi", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["f. pl. nom."]}, {"word": "buxXayaH", "stem": "buxXi", "root": "", "phase": "Vocc", "derivational_morph": "", "inflectional_morphs": ["f. pl. voc."]}, {"word": "buxXayaH", "stem": "buxXi", "root": "", "phase": "Vocf", "derivational_morph": "", "inflectional_morphs": ["m. pl. voc."]}], "source": "SH"}
SawaxvAram	Sawa-xvAram	{"input": "Sawa-xvAram", "status": "success", "segmentation": ["Sawa-xvAram", "Sawa-xvA-Aram", "Sawa-xvA-aram"], "morph": [{"word": "Sawa-", "stem": "Sawa", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "xvA-", "stem": "xvi", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "xvAram", "stem": "xvAra", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["m. sg. acc."]}, {"word": "xvAram", "stem": "xvAr", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["m. sg. acc."]}, {"word": "xvAram", "stem": "xvAra", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["n. sg. acc.", "n. sg. nom."]}, {"word": "xvAram", "stem": "xvAr", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["f. sg. acc."]}, {"word": "aram", "stem": "ara", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["m. sg. acc.", "n. sg. acc.", "n. sg. nom."]}, {"word": "Aram", "stem": "Ara", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["n. sg. acc.", "n. sg. nom.", "m. sg. acc."]}], "source": "SH"}
sasaMBramam	sa-saMBramam	{"input": "sa-saMBramam", "status": "unrecognized", "error": "SH could not recognize at least on chunk / word"}
savismayaH	sa-vismayaH	{"input": "sa-vismayaH", "status": "unrecognized", "error": "SH could not recognize at least on chunk / word"}
prahqRtamanAH	prahqRta-manAH	{"input": "prahqRta-manAH", "status": "success", "segmentation": ["prahqRta-manAH"], "morph": [{"word": "prahqRta-", "stem": "pra-hqRta", "root": "pra-hqR", "phase": "Iikc", "derivational_morph": "pp.", "inflectional_morphs": ["iic."]}, {"word": "manAH", "stem": "manA", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["m. pl. nom."]}, {"word": "manAH", "stem": "manA", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["f. pl. acc.", "f. pl. nom."]}, {"word": "manAH", "stem": "manas", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["m. sg. nom.", "f. sg. nom."]}, {"word": "manAH", "stem": "manA", "root": "", "phase": "Vocc", "derivational_morph": "", "inflectional_morphs": ["f. pl. voc."]}, {"word": "manAH", "stem": "manA", "root": "", "phase": "Vocf", "derivational_morph": "", "inflectional_morphs": ["m. pl. voc."]}], "source": "SH"}
vyasanaprasAriwakaraH	vyasana-prasAriwa-karaH	{"input": "vyasana-prasAriwa-karaH", "status": "success", "segmentation": ["vyasana-prasAriwa-karaH"], "morph": [{"word": "vyasana-", "stem": "vyasana", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "prasAriwa-", "stem": "pra-sAriwa", "root": "pra-sq", "phase": "Iikc", "derivational_morph": "ca. pp.", "inflectional_morphs": ["iic."]}, {"word": "karaH", "stem": "kara#1", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["m. sg. nom."]}, {"word": "karaH", "stem": "kara#2", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["m. sg. nom."]}], "source": "SH"}
mukwabanXanAH	mukwa-banXanAH	{"input": "mukwa-banXanAH", "status": "success", "segmentation": ["mukwa-banXanAH"], "morph": [{"word": "mukwa-", "stem": "mukwa", "root": "muc#1", "phase": "Iikc", "derivational_morph": "pp.", "inflectional_morphs": ["iic."]}, {"word": "banXanAH", "stem": "banXana", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["m. pl. nom.", "f. pl. acc.", "f. pl. nom."]}, {"word": "banXanAH", "stem": "banXana", "root": "", "phase": "Vocc", "derivational_morph": "", "inflectional_morphs": ["m. pl. voc.", "f. pl. voc."]}], "source": "SH"}
laGupawanakanAmA	laGupawanaka-nAmA	{"input": "laGupawanaka-nAmA", "status": "success", "segmentation": ["laGupawanaka-nAmA"], "morph": [{"word": "laGupawanaka-", "stem": "laGupawanaka", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "nAmA", "stem": "nAman", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["m. sg. nom."]}], "source": "SH"}
laGupawanakanAmA	laGupawanaka-nAmA	{"input": "laGupawanaka-nAmA", "status": "success", "segmentation": ["laGupawanaka-nAmA"], "morph": [{"word": "laGupawanaka-", "stem": "laGupawanaka", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "nAmA", "stem": "nAman", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["m. sg. nom."]}], "source": "SH"}
kRuxrabuxXinAmA	kRuxrabuxXi-nAmA	{"input": "kRuxrabuxXi-nAmA", "status": "success", "segmentation": ["kRuxra-buxXi-nAmA"], "morph": [{"word": "kRuxra-", "stem": "kRuxra", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "buxXi-", "stem": "buxXi", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "nAmA", "stem": "nAman", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["m. sg. nom."]}], "source": "SH"}
subuxXinAmA	subuxXi-nAmA	{"input": "subuxXi-nAmA", "status": "success", "segmentation": ["subuxXi-nAmA"], "morph": [{"word": "subuxXi-", "stem": "subuxXi", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "nAmA", "stem": "nAman", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["m. sg. nom."]}], "source": "SH"}
gqXrakUtanAmni	gqXrakUta-nAmni	{"input": "gqXrakUta-nAmni", "status": "success", "segmentation": ["gqXra-kUta-nAmni"], "morph": [{"word": "gqXra-", "stem": "gqXra", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "kUta-", "stem": "kUta", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "nAmni", "stem": "nAman", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["m. sg. loc."]}, {"word": "nAmni", "stem": "nAman", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["n. sg. loc."]}, {"word": "nAmni", "stem": "nAman", "root": "", "phase": "Vocf", "derivational_morph": "", "inflectional_morphs": ["f. sg. voc."]}], "source": "SH"}
jaraxgavanAmA	jaraxgava-nAmA	{"input": "jaraxgava-nAmA", "status": "success", "segmentation": ["jaraw-gava-nAmA"], "morph": [{"word": "jaraw-", "stem": "jaraw", "root": "jQ", "phase": "Iikc", "derivational_morph": "ppr. [1] ac.", "inflectional_morphs": ["iic."]}, {"word": "gava-", "stem": "go", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "nAmA", "stem": "nAman", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["m. sg. nom."]}], "source": "SH"}
BagnASAH	Bagna-ASAH	{"input": "Bagna-ASAH", "status": "success", "segmentation": ["Bagna-ASAH"], "morph": [{"word": "Bagna-", "stem": "Bagna", "root": "BaFj", "phase": "Iikc", "derivational_morph": "pp.", "inflectional_morphs": ["iic."]}, {"word": "ASAH", "stem": "ASA#1", "root": "", "phase": "Ifcv", "derivational_morph": "", "inflectional_morphs": ["m. pl. nom."]}, {"word": "ASAH", "stem": "ASA#2", "root": "", "phase": "Ifcv", "derivational_morph": "", "inflectional_morphs": ["m. pl. nom."]}, {"word": "ASAH", "stem": "ASas", "root": "", "phase": "Ifcv", "derivational_morph": "", "inflectional_morphs": ["m. sg. nom."]}, {"word": "ASAH", "stem": "ASa#1", "root": "", "phase": "Ifcv", "derivational_morph": "", "inflectional_morphs": ["f. pl. acc.", "f. pl. nom."]}, {"word": "ASAH", "stem": "ASa#2", "root": "", "phase": "Ifcv", "derivational_morph": "", "inflectional_morphs": ["f. pl. acc.", "f. pl. nom."]}, {"word": "ASAH", "stem": "ASA#1", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["f. pl. acc.", "f. pl. nom."]}, {"word": "ASAH", "stem": "ASA#2", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["f. pl. acc.", "f. pl. nom."]}, {"word": "ASAH", "stem": "ASas", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["f. sg. nom."]}, {"word": "ASAH", "stem": "ASa#1", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["m. pl. nom."]}, {"word": "ASAH", "stem": "ASa#2", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["m. pl. nom."]}, {"word": "ASAH", "stem": "ASA#1", "root": "", "phase": "Vocv", "derivational_morph": "", "inflectional_morphs": ["f. pl. voc."]}, {"word": "ASAH", "stem": "ASA#2", "root": "", "phase": "Vocv", "derivational_morph": "", "inflectional_morphs": ["f. pl. voc."]}, {"word": "ASAH", "stem": "ASa#1", "root": "", "phase": "Vocv", "derivational_morph": "", "inflectional_morphs": ["m. pl. voc."]}, {"word": "ASAH", "stem": "ASa#2", "root": "", "phase": "Vocv", "derivational_morph": "", "inflectional_morphs": ["m. pl. voc."]}, {"word": "ASAH", "stem": "ASA#1", "root": "", "phase": "Vocf", "derivational_morph": "", "inflectional_morphs": ["m. pl. voc."]}, {"word": "ASAH", "stem": "ASA#2", "root": "", "phase": "Vocf", "derivational_morph": "", "inflectional_morphs": ["m. pl. voc."]}, {"word": "ASAH", "stem": "ASa#1", "root": "", "phase": "Vocf", "derivational_morph": "", "inflectional_morphs": ["f. pl. voc."]}, {"word": "ASAH", "stem": "ASa#2", "root": "", "phase": "Vocf", "derivational_morph": "", "inflectional_morphs": ["f. pl. voc."]}], "source": "SH"}
mAMsaruciH	mAMsa-ruciH	{"input": "mAMsa-ruciH", "status": "success", "segmentation": ["mAMsa-ruciH"], "morph": [{"word": "mAMsa-", "stem": "mAMsa", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "ruciH", "stem": "ruci", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["m. sg. nom."]}, {"word": "ruciH", "stem": "ruci", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["f. sg. nom."]}], "source": "SH"}
niraswapAxape	niraswa-pAxape	{"input": "niraswa-pAxape", "status": "success", "segmentation": ["niraswa-pAxape", "niraswa-pAxa-pe", "niraswa-pa-Axa-pe", "niraswa-pA-xa-pe", "niraswa-pa-axa-pe", "niraswa-pA-Axa-pe", "niraswa-pA-axa-pe"], "morph": [{"word": "niraswa-", "stem": "nis-aswa", "root": "nis-as#2", "phase": "Iikv", "derivational_morph": "pp.", "inflectional_morphs": ["iic."]}, {"word": "pa-", "stem": "pa#1", "root": "", "phase": "Iiif", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "pa-", "stem": "pa#2", "root": "", "phase": "Iiif", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "pA-", "stem": "pA#3", "root": "", "phase": "Iiif", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "pA-", "stem": "pA#4", "root": "", "phase": "Iiif", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "pAxa-", "stem": "pAxa", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "pAxape", "stem": "pAxapa#1", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["n. du. acc.", "n. du. nom.", "n. sg. loc.", "f. du. acc.", "f. du. nom."]}, {"word": "pAxape", "stem": "pAxapa#2", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["n. du. acc.", "n. du. nom.", "n. sg. loc."]}, {"word": "pAxape", "stem": "pAxapa#1", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["m. sg. loc."]}, {"word": "pAxape", "stem": "pAxapa#2", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["m. sg. loc.", "f. du. acc.", "f. du. nom."]}, {"word": "pAxape", "stem": "pAxapa#2", "root": "", "phase": "Vocc", "derivational_morph": "", "inflectional_morphs": ["f. du. voc.", "f. sg. voc."]}, {"word": "pAxape", "stem": "pAxapa#1", "root": "", "phase": "Vocf", "derivational_morph": "", "inflectional_morphs": ["n. du. voc.", "f. du. voc.", "f. sg. voc."]}, {"word": "pAxape", "stem": "pAxapa#2", "root": "", "phase": "Vocf", "derivational_morph": "", "inflectional_morphs": ["n. du. voc."]}, {"word": "axa-", "stem": "axa", "root": "", "phase": "Iiif", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "Axa-", "stem": "Axa", "root": "", "phase": "Iiif", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "xa-", "stem": "xa", "root": "", "phase": "Iiif", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "pe", "stem": "pa#1", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["m. sg. loc.", "f. du. acc.", "f. du. nom."]}, {"word": "pe", "stem": "pa#2", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["m. sg. loc.", "f. du. acc.", "f. du. nom."]}, {"word": "pe", "stem": "pA#3", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["m. sg. dat.", "f. du. acc.", "f. du. nom."]}, {"word": "pe", "stem": "pA#4", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["m. sg. dat.", "f. du. acc.", "f. du. nom."]}, {"word": "pe", "stem": "pa#1", "root": "", "phase": "Vocf", "derivational_morph": "", "inflectional_morphs": ["f. du. voc.", "f. sg. voc."]}, {"word": "pe", "stem": "pa#2", "root": "", "phase": "Vocf", "derivational_morph": "", "inflectional_morphs": ["f. du. voc.", "f. sg. voc."]}, {"word": "pe", "stem": "pA#3", "root": "", "phase": "Vocf", "derivational_morph": "", "inflectional_morphs": ["f. du. voc.", "f. sg. voc."]}, {"word": "pe", "stem": "pA#4", "root": "", "phase": "Vocf", "derivational_morph": "", "inflectional_morphs": ["f. du. voc.", "f. sg. voc."]}], "source": "SH"}
laGucewasAm	laGu-cewasAm	{"input": "laGu-cewasAm", "status": "success", "segmentation": ["laGu-cewasAm"], "morph": [{"word": "laGu-", "stem": "laGu", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "cewasAm", "stem": "cewas", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["m. pl. g.", "f. pl. g."]}, {"word": "cewasAm", "stem": "cewas", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["n. pl. g."]}], "source": "SH"}
uxAracariwAnAm	uxAra-cariwAnAm	{"input": "uxAra-cariwAnAm", "status": "success", "segmentation": ["uxAra-cariwAnAm", "uxa-Ara-cariwAnAm", "uxa-ara-cariwAnAm", "uxAra-cari-wAnAm", "uxa-Ara-cari-wAnAm", "uxa-ara-cari-wAnAm"], "morph": [{"word": "uxa-", "stem": "uxa", "root": "", "phase": "Iicv", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "uxa-", "stem": "uxan", "root": "", "phase": "Iicv", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "uxAra-", "stem": "uxAra", "root": "", "phase": "Iicv", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "ara-", "stem": "ara", "root": "", "phase": "Iicv", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "Ara-", "stem": "Ara", "root": "", "phase": "Iicv", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "cari-", "stem": "cara", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "cariwAnAm", "stem": "cariwa", "root": "car", "phase": "Kric", "derivational_morph": "pp.", "inflectional_morphs": ["f. pl. g.", "n. pl. g.", "m. pl. g."]}, {"word": "wAnAm", "stem": "wAna", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["f. sg. acc."]}], "source": "SH"}
waWAviXam	waWA-viXam	{"input": "waWA-viXam", "status": "success", "segmentation": ["waWA-viXam"], "morph": [{"word": "waWA-", "stem": "waWA", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "viXam", "stem": "viX#2", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["m. sg. acc.", "f. sg. acc."]}, {"word": "viXam", "stem": "viXA#2", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["m. sg. acc.", "n. sg. acc.", "n. sg. nom."]}], "source": "SH"}
hiwakAmAnAm	hiwa-kAmAnAm	{"input": "hiwa-kAmAnAm", "status": "success", "segmentation": ["hiwa-kAmAnAm"], "morph": [{"word": "hiwa-", "stem": "hiwa#1", "root": "hi#2", "phase": "Iikc", "derivational_morph": "pp.", "inflectional_morphs": ["iic."]}, {"word": "hiwa-", "stem": "hiwa#2", "root": "XA#1", "phase": "Iikc", "derivational_morph": "pp.", "inflectional_morphs": ["iic."]}, {"word": "kAmAnAm", "stem": "kAma", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["m. pl. g.", "n. pl. g.", "f. pl. g."]}], "source": "SH"}
gawAyuRaH	gawa-AyuRaH	{"input": "gawa-AyuRaH", "status": "success", "segmentation": ["gawa-AyuRaH"], "morph": [{"word": "gawa-", "stem": "gawa", "root": "gam", "phase": "Iikc", "derivational_morph": "pp.", "inflectional_morphs": ["iic."]}, {"word": "AyuRaH", "stem": "Ayus", "root": "", "phase": "Ifcv", "derivational_morph": "", "inflectional_morphs": ["f. pl. acc.", "f. pl. nom.", "f. sg. g.", "f. sg. abl."]}, {"word": "AyuRaH", "stem": "Ayus", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["n. sg. g.", "n. sg. abl.", "m. pl. acc.", "m. pl. nom.", "m. sg. g.", "m. sg. abl."]}, {"word": "AyuRaH", "stem": "Ayus", "root": "", "phase": "Vocv", "derivational_morph": "", "inflectional_morphs": ["m. pl. voc."]}, {"word": "AyuRaH", "stem": "Ayus", "root": "", "phase": "Vocf", "derivational_morph": "", "inflectional_morphs": ["f. pl. voc."]}], "source": "SH"}
payaH muKam	payas-muKam	{"input": "payas-muKam", "status": "success", "segmentation": ["payaH-muKam"], "morph": [{"word": "payaH-", "stem": "payas", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "muKam", "stem": "muKa", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["m. sg. acc."]}, {"word": "muKam", "stem": "muKa", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["n. sg. acc.", "n. sg. nom."]}], "source": "SH"}
