19	अ-हिताः	[["1.1", "अ-", "बहुव्रीहिः,1.2"], ["1.2", "हिताः", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित_कर्ता,1.2"]]
20	नाना-विधानि	[["1.1", "नाना-", "कर्मधारयः,1.2"], ["1.2", "विधानि", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित_कर्ता,1.2"]]
21	नाना-वर्ण-आकृतीनि	[["1.1", "नाना-", "कर्मधारयः,1.2"], ["1.2", "वर्ण-", "बहुव्रीहिः,1.3"], ["1.3", "आकृतीनि", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित_कर्ता,1.3"]]
22	अधि-आत्म-चेतसा	[["1.1", "अधि-", "अव्ययीभावः,1.2"], ["1.2", "आत्म-", "सप्तमी-तत्पुरुषः,1.3"], ["1.3", "चेतसा", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.3"]]
23	निर्-आशीः	[["1.1", "निर्-", "बहुव्रीहिः,1.2"], ["1.2", "आशीः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
24	निर्-ममः	[["1.1", "निर्-", "बहुव्रीहिः,1.2"], ["1.2", "ममः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
25	विगत-ज्वरः	[["1.1", "विगत-", "बहुव्रीहिः,1.2"], ["1.2", "ज्वरः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
26	मत्-कर्म-कृत्	[["1.1", "मत्-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "कर्म-", "उपपद-तत्पुरुषः,1.3"], ["1.3", "कृत्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.3"]]
27	मत्-परमः	[["1.1", "मत्-", "बहुव्रीहिः,1.2"], ["1.2", "परमः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
28	मत्-भक्तः	[["1.1", "मत्-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "भक्तः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
29	सङ्ग-वर्जितः	[["1.1", "सङ्ग-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "वर्जितः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
30	निर्-वैरः	[["1.1", "निर्-", "बहुव्रीहिः,1.2"], ["1.2", "वैरः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
31	सर्व-भूतेषु	[["1.1", "सर्व-", "कर्मधारयः,1.2"], ["1.2", "भूतेषु", "कर्ता,2.1"], ["2.1", "भवन्ति", "अभिहित_कर्ता,1.2"]]
32	ब्रह्म-अग्नौ	[["1.1", "ब्रह्म-", "कर्मधारयः,1.2"], ["1.2", "अग्नौ", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.2"]]
33	ब्रह्म-कर्म-समाधिना	[["1.1", "ब्रह्म-", "कर्मधारयः,1.2"], ["1.2", "कर्म-", "बहुव्रीहिः,1.3"], ["1.3", "समाधिना", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.3"]]
34	नित्य-युक्ताः	[["1.1", "नित्य-", "कर्मधारयः,1.2"], ["1.2", "युक्ताः", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित_कर्ता,1.2"]]
35	समृद्ध-वेगाः	[["1.1", "समृद्ध-", "बहुव्रीहिः,1.2"], ["1.2", "वेगाः", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित_कर्ता,1.2"]]
36	समृद्ध-वेगाः	[["1.1", "समृद्ध-", "बहुव्रीहिः,1.2"], ["1.2", "वेगाः", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित_कर्ता,1.2"]]
37	नर-अधमान्	[["1.1", "नर-", "सप्तमी-तत्पुरुषः,1.2"], ["1.2", "अधमान्", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.2"]]
38	अ-शुभान्	[["1.1", "अ-", "नञ्-तत्पुरुषः,1.2"], ["1.2", "शुभान्", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.2"]]
39	मनो-गतान्	[["1.1", "मनो-", "सप्तमी-तत्पुरुषः,1.2"], ["1.2", "गतान्", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित_कर्ता,1.2"]]
40	स्थित-प्रज्ञः	[["1.1", "स्थित-", "बहुव्रीहिः,1.2"], ["1.2", "प्रज्ञः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
41	गुह्य-तमम्	[["1.1", "गुह्य-", "तत्पुरुषः,1.2"], ["1.2", "तमम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
42	अन्-अघ	[["1.1", "अन्-", "बहुव्रीहिः,1.2"], ["1.2", "अघ", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.2"]]
43	कृत-कृत्यः	[["1.1", "कृत-", "बहुव्रीहिः,1.2"], ["1.2", "कृत्यः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
44	वि-भूतिमत्	[["1.1", "वि-", "तत्पुरुषः,1.2"], ["1.2", "भूतिमत्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
45	तेजस्-अंश-सम्भवम्	[["1.1", "तेजस्-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "अंश-", "पञ्चमी-तत्पुरुषः,1.3"], ["1.3", "सम्भवम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.3"]]
46	कृत-अञ्जलिः	[["1.1", "कृत-", "बहुव्रीहिः,1.2"], ["1.2", "अञ्जलिः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
47	स-गद्गदम्	[["1.1", "स-", "बहुव्रीहिः,1.2"], ["1.2", "गद्गदम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
48	भीत-भीतः	[["1.1", "भीत-", "पञ्चमी-तत्पुरुषः,1.2"], ["1.2", "भीतः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
49	स्वर्ग-द्वारम्	[["1.1", "स्वर्ग-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "द्वारम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
50	मान-अपमानयोः	[["1.1", "मान-", "इतरेतर-द्वन्द्वः,1.2"], ["1.2", "अपमानयोः", "कर्ता,2.1"], ["2.1", "स्तः", "अभिहित_कर्ता,1.2"]]
51	शीत-उष्ण-सुख-दुःखेषु	[["1.1", "शीत-", "इतरेतर-द्वन्द्वः,1.2"], ["1.2", "उष्ण-", "इतरेतर-द्वन्द्वः,1.3"], ["1.3", "सुख-", "इतरेतर-द्वन्द्वः,1.4"], ["1.4", "दुःखेषु", "कर्ता,2.1"], ["2.1", "भवन्ति", "अभिहित_कर्ता,1.4"]]
52	सङ्ग-विवर्जितः	[["1.1", "सङ्ग-", "तॄतीया-तत्पुरुषः,1.2"], ["1.2", "विवर्जितः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
53	अ-स्थिरम्	[["1.1", "अ-", "नञ्-तत्पुरुषः,1.2"], ["1.2", "स्थिरम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
54	अ-सत्यम्	[["1.1", "अ-", "नञ्-तत्पुरुषः,1.2"], ["1.2", "सत्यम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
55	अ-प्रतिष्ठम्	[["1.1", "अ-", "नञ्-तत्पुरुषः,1.2"], ["1.2", "प्रतिष्ठम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
56	अन्-ईश्वरम्	[["1.1", "अन्-", "नञ्-तत्पुरुषः,1.2"], ["1.2", "ईश्वरम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
57	अपरः-पर-सम्भूतम्	[["1.1", "अपरः-", "इतरेतर-द्वन्द्वः,1.2"], ["1.2", "पर-", "पञ्चमी-तत्पुरुषः,1.3"], ["1.3", "सम्भूतम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.3"]]
58	काम-हैतुकम्	[["1.1", "काम-", "बहुव्रीहिः,1.2"], ["1.2", "हैतुकम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
59	सुहृत्-मित्र-अरि-उदासीन-मध्यस्थ-द्वेष्य-बन्धुषु	[["1.1", "सुहृत्-", "द्वन्द्वः,1.7"], ["1.2", "मित्र-", "द्वन्द्वः,1.7"], ["1.3", "अरि-", "द्वन्द्वः,1.7"], ["1.4", "उदासीन-", "द्वन्द्वः,1.7"], ["1.5", "मध्यस्थ-", "द्वन्द्वः,1.7"], ["1.6", "द्वेष्य-", "द्वन्द्वः,1.7"], ["1.7", "बन्धुषु", "कर्ता,2.1"], ["2.1", "भवन्ति", "अभिहित_कर्ता,1.7"]]
60	सम-बुद्धिः	[["1.1", "सम-", "बहुव्रीहिः,1.2"], ["1.2", "बुद्धिः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
61	मद्-भक्तः	[["1.1", "मद्-", "षष्ठी-तत्पुरुष,1.2"], ["1.2", "भक्तः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
62	मद्-भावाय	[["1.1", "मद्-", "षष्ठी-तत्पुरुष,1.2"], ["1.2", "भावाय", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
63	हृषीक-ईशः	[["1.1", "हृषीक-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "ईशः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
64	कर्म-जम्	[["1.1", "कर्म-", "उपपद-तत्पुरुषः,1.2"], ["1.2", "जम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
65	बुद्धि-युक्ताः	[["1.1", "बुद्धि-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "युक्ताः", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित_कर्ता,1.2"]]
66	जन्म-बन्ध-विनिर्मुक्ताः	[["1.1", "जन्म-", "कर्मधारयः,1.2"], ["1.2", "बन्ध-", "तृतीया-तत्पुरुषः,1.3"], ["1.3", "विनिर्मुक्ताः", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित_कर्ता,1.3"]]
67	अन्-आमयम्	[["1.1", "अन्-", "बहुव्रीहिः,1.2"], ["1.2", "आमयम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
68	अ-फल-आकाङ्क्षिभिः	[["1.1", "अ-", "नञ्-तत्पुरुषः,1.2"], ["1.2", "फल-", "उपपद-तत्पुरुषः,1.3"], ["1.3", "आकाङ्क्षिभिः", "कर्ता,2.1"], ["2.1", "भवन्ति", "अभिहित_कर्ता,1.3"]]
69	विधि-दृष्टः	[["1.1", "विधि-", "तृतीया_तत्पुरुषः,1.2"], ["1.2", "दृष्टः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
70	अन्-अन्याः	[["1.1", "अन्-", "बहुव्रीहिः,1.2"], ["1.2", "अन्याः", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित_कर्ता,1.2"]]
71	नित्य-अभियुक्तानाम्	[["1.1", "नित्य-", "कर्मधारयः,1.2"], ["1.2", "अभियुक्तानाम्", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित_कर्ता,1.2"]]
72	योग-क्षेमम्	[["1.1", "योग-", "द्वन्दः,1.2"], ["1.2", "क्षेमम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
73	अवनि-पाल-सङ्घैः	[["1.1", "अवनि-", "उपपद-तत्पुरुषः,1.2"], ["1.2", "पाल-", "षष्ठी-तत्पुरुषः,1.3"], ["1.3", "सङ्घैः", "कर्ता,2.1"], ["2.1", "भवन्ति", "अभिहित_कर्ता,1.3"]]
74	सूत-पुत्रः	[["1.1", "सूत-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "पुत्रः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
75	योध-मुख्यैः	[["1.1", "योध-", "कर्मधारयः,1.2"], ["1.2", "मुख्यैः", "कर्ता,2.1"], ["2.1", "भवन्ति", "अभिहित_कर्ता,1.2"]]
76	दंष्ट्रा-करालानि	[["1.1", "दंष्ट्रा-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "करालानि", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित_कर्ता,1.2"]]
77	वि-लग्नाः	[["1.1", "वि-", "प्रादि-तत्पुरुषः,1.2"], ["1.2", "लग्नाः", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित_कर्ता,1.2"]]
78	दशन-अन्तरेषु	[["1.1", "दशन-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "अन्तरेषु", "कर्ता,2.1"], ["2.1", "भवन्ति", "अभिहित_कर्ता,1.2"]]
79	उत्तम-अङ्गैः	[["1.1", "उत्तम-", "बहुव्रीहिः,1.2"], ["1.2", "अङ्गैः", "कर्ता,2.1"], ["2.1", "भवन्ति", "अभिहित_कर्ता,1.2"]]
80	सर्व-कर्माणि	[["1.1", "सर्व-", "कर्मधारयः,1.2"], ["1.2", "कर्माणि", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित_कर्ता,1.2"]]
81	नव-द्वारे	[["1.1", "नव-", "बहुव्रीहिः,1.2"], ["1.2", "द्वारे", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.2"]]
82	भव-अप्ययौ	[["1.1", "भव-", "इतरेतर-द्वन्द्वः,1.2"], ["1.2", "अप्ययौ", "कर्ता,2.1"], ["2.1", "स्तः", "अभिहित_कर्ता,1.2"]]
83	कमल-पत्र-अक्ष	[["1.1", "कमल-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "पत्र-", "बहुव्रीहिः,1.3"], ["1.3", "अक्ष", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.3"]]
84	अ-व्ययम्	[["1.1", "अ-", "बहुव्रीहिः,1.2"], ["1.2", "व्ययम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
85	आत्म-रतिः	[["1.1", "आत्म-", "बहुव्रीहिः,1.2"], ["1.2", "रतिः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
86	आत्म-तृप्तः	[["1.1", "आत्म-", "सप्तमी-तत्पुरुषः,1.2"], ["1.2", "तृप्तः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
87	अन्-आदि-मध्य-अन्तम्	[["1.1", "अन्-", "बहुव्रीहिः,1.2"], ["1.2", "आदि-", "इतरेतर-द्वन्द्वः,1.4"], ["1.3", "मध्य-", "इतरेतर-द्वन्द्वः,1.4"], ["1.4", "अन्तम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.4"]]
88	अन्-अन्त-वीर्यम्	[["1.1", "अन्-", "नञ्-तत्पुरुषः,1.2"], ["1.2", "अन्त-", "बहुव्रीहिः,1.3"], ["1.3", "वीर्यम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.3"]]
89	अन्-अन्त-बाहुम्	[["1.1", "अन्-", "नञ्-तत्पुरुषः,1.2"], ["1.2", "अन्त-", "बहुव्रीहिः,1.3"], ["1.3", "बाहुम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.3"]]
90	शशि-सूर्य-नेत्रम्	[["1.1", "शशि-", "इतरेतर-द्वन्द्वः,1.2"], ["1.2", "सूर्य-", "बहुव्रीहिः,1.3"], ["1.3", "नेत्रम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.3"]]
91	दीप्त-हुताश-वक्त्रम्	[["1.1", "दीप्त-", "कर्मधारयः,1.2"], ["1.2", "हुताश-", "बहुव्रीहिः,1.3"], ["1.3", "वक्त्रम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.3"]]
92	स्व-तेजसा	[["1.1", "स्व-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "तेजसा", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.2"]]
93	आशा-पाश-शतैः	[["1.1", "आशा-", "कर्मधारयः,1.2"], ["1.2", "पाश-", "षष्ठी-तत्पुरुषः,1.3"], ["1.3", "शतैः", "कर्ता,2.1"], ["2.1", "भवन्ति", "अभिहित_कर्ता,1.3"]]
94	काम-क्रोध-परायणाः	[["1.1", "काम-", "इतरेतर-द्वन्द्वः,1.2"], ["1.2", "क्रोध-", "बहुव्रीहिः,1.3"], ["1.3", "परायणाः", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित_कर्ता,1.3"]]
95	काम-भोग-अर्थम्	[["1.1", "काम-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "भोग-", "चतुर्थी-तत्पुरुषः,1.3"], ["1.3", "अर्थम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.3"]]
96	अ-न्यायेन	[["1.1", "अ-", "बहुव्रीहिः,1.2"], ["1.2", "न्यायेन", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.2"]]
97	अर्थ-सञ्चयान्	[["1.1", "अर्थ-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "सञ्चयान्", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित_कर्ता,1.2"]]
98	अधि-आत्म-विद्या	[["1.1", "अधि-", "अव्ययीभावः,1.2"], ["1.2", "आत्म-", "षष्ठी-तत्पुरुषः,1.3"], ["1.3", "विद्या", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.3"]]
99	महत्-योग-ईश्वरः	[["1.1", "महत्-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "योग-", "कर्मधारयः,1.3"], ["1.3", "ईश्वरः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.3"]]
100	अन्-एक-वक्त्र-नयनम्	[["1.1", "अन्-", "नञ्‌-तत्पुरुषः,1.2"], ["1.2", "एक-", "बहुव्रीहिः,1.3"], ["1.3", "वक्त्र-", "इतरेतर-द्वन्द्वः,1.4"], ["1.4", "नयनम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.4"]]
101	अन्-एक-अद्भुत-दर्शनम्	[["1.1", "अन्-", "नञ्‌-तत्पुरुषः,1.2"], ["1.2", "एक-", "बहुव्रीहिः,1.3"], ["1.3", "अद्भुत-", "कर्मधारयः,1.4"], ["1.4", "दर्शनम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.4"]]
102	अन्-एक-दिव्य-आभरणम्	[["1.1", "अन्-", "नञ्‌-तत्पुरुषः,1.2"], ["1.2", "एक-", "बहुव्रीहिः,1.3"], ["1.3", "दिव्य-", "कर्मधारयः,1.4"], ["1.4", "आभरणम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.4"]]
103	दिव्य-अन्-एक-उद्यत-आयुधम्	[["1.1", "दिव्य-", "बहुव्रीहिः,1.2"], ["1.2", "अन्-", "नञ्‌-तत्पुरुषः,1.3"], ["1.3", "एक-", "कर्मधारयः,1.4"], ["1.4", "उद्यत-", "कर्मधारयः,1.5"], ["1.5", "आयुधम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.5"]]
104	दिव्य-माल्य-अम्बर-धरम्	[["1.1", "दिव्य-", "बहुव्रीहिः,1.2"], ["1.2", "माल्य-", "इतरेतर-द्वन्द्वः,1.3"], ["1.3", "अम्बर-", "उपपद-तत्पुरुषः,1.4"], ["1.4", "धरम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.4"]]
105	दिव्य-गन्ध-अनुलेपनम्	[["1.1", "दिव्य-", "कर्मधारयः,1.2"], ["1.2", "गन्ध-", "बहुव्रीहिः,1.3"], ["1.3", "अनुलेपनम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.3"]]
106	सर्व-आश्चर्यमयम्	[["1.1", "सर्व-", "कर्मधारयः,1.2"], ["1.2", "आश्चर्यमयम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
107	अन्-अन्तम्	[["1.1", "अन्-", "बहुव्रीहिः,1.2"], ["1.2", "अन्तम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
108	विश्वतः-मुखम्	[["1.1", "विश्वतः-", "बहुव्रीहिः,1.2"], ["1.2", "मुखम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
109	सौम्य-वपुः	[["1.1", "सौम्य-", "बहुव्रीहिः,1.2"], ["1.2", "वपुः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
110	महत्-आत्मा	[["1.1", "महत्-", "बहुव्रीहिः,1.2"], ["1.2", "आत्मा", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
111	गुण-प्रवृद्धाः	[["1.1", "गुण-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "प्रवृद्धाः", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित_कर्ता,1.2"]]
112	विषय-प्रवालाः	[["1.1", "विषय-", "कर्मधारयः,1.2"], ["1.2", "प्रवालाः", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित_कर्ता,1.2"]]
113	अनु-सन्ततानि	[["1.1", "अनु-", "अव्ययीभावः,1.2"], ["1.2", "सन्ततानि", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित_कर्ता,1.2"]]
114	कर्म-अनुबन्धीनि	[["1.1", "कर्म-", "बहुव्रीहिः,1.2"], ["1.2", "अनुबन्धीनि", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित_कर्ता,1.2"]]
115	मनुष्य-लोके	[["1.1", "मनुष्य-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "लोके", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.2"]]
116	अ-यतिः	[["1.1", "अ-", "नञ्-तत्पुरुषः,1.2"], ["1.2", "यतिः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
117	अ-प्राप्य	[["1.1", "अ-", "नञ्-तत्पुरुषः,1.2"], ["1.2", "प्राप्य", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
118	योग-संसिद्धिम्	[["1.1", "योग-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "संसिद्धिम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
119	चलित-मानसः	[["1.1", "चलित-", "बहुव्रीहिः,1.2"], ["1.2", "मानसः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
120	अ-समर्थः	[["1.1", "अ-", "नञ्-तत्पुरुषः,1.2"], ["1.2", "समर्थः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]
