223	पूर्व-इषुकामशमी	[["1.1", "पूर्व-", "तत्पुरुषः,1.2"], ["1.2", "इषुकामशमी", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]
224	अपर-इषुकामशमी	[["1.1", "अपर-", "तत्पुरुषः,1.2"], ["1.2", "इषुकामशमी", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]
235	पाञ्च-नापितिः	[["1.1", "पाञ्च-", "द्विगु-तत्पुरुषः,1.2"], ["1.2", "नापितिः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]
237	पञ्च-गवधनः	[["1.1", "पञ्च-", "द्विगु-तत्पुरुषः,1.2"], ["1.2", "गवधनः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]
238	दश-गवधनः	[["1.1", "दश-", "द्विगु-तत्पुरुषः,1.2"], ["1.2", "गवधनः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]
239	षाण्-मातुरः	[["1.1", "षाण्-", "द्विगु-तत्पुरुषः,1.2"], ["1.2", "मातुरः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]
273	अलं-कुमारिः	[["1.1", "अलं-", "तत्पुरुषः,1.2"], ["1.2", "कुमारिः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]
275	निर्-वाराणसिः	[["1.1", "निर्-", "तत्पुरुषः,1.2"], ["1.2", "वाराणसिः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]
279	उप-दशाः	[["1.1", "उप-", "बहुव्रीहिः,1.2"], ["1.2", "दशाः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]
280	उप-विंशाः	[["1.1", "उप-", "बहुव्रीहिः,1.2"], ["1.2", "विंशाः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]
