11	सुख-आपन्नः	[["1.1", "सुख-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "आपन्नः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "सुख-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "आपन्नः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	1.0	1.0	1.0
12	दुःख-आपन्नः	[["1.1", "दुःख-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "आपन्नः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "दुःख-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "आपन्नः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	1.0	1.0	1.0
13	ग्राम-गमी	[["1.1", "ग्राम-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "गमी", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "ग्राम-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "गमी", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	0.0	1.0	0.0
14	ओदन-बुभुक्षुः	[["1.1", "ओदन-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "बुभुक्षुः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "ओदन-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "बुभुक्षुः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	0.0	1.0	0.0
15	स्वयम्-धौतौ	[["1.1", "स्वयम्-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "धौतौ", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "स्वयम्-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "धौतौ", "-,-"], ["2.1", "अस्ति", "-,-"], ["3.1", ".", "-,-"]]	1.0	1.0	1.0
16	स्वयम्-विलीनम्	[["1.1", "स्वयम्-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "विलीनम्", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "स्वयम्-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "विलीनम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	1.0	1.0	1.0
17	खट्वा-आरूढः	[["1.1", "खट्वा-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "आरूढः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "खट्वा-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "आरूढः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	0.0	1.0	0.0
18	खट्वा-प्लुतः	[["1.1", "खट्वा-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "प्लुतः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "खट्वा-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "प्लुतः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	1.0	1.0	1.0
19	सामि-कृतम्	[["1.1", "सामि-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "कृतम्", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "सामि-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "कृतम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	1.0	1.0	1.0
20	सामि-पीतम्	[["1.1", "सामि-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "पीतम्", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "सामि-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "पीतम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	1.0	1.0	1.0
21	सामि-भुक्तम्	[["1.1", "सामि-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "भुक्तम्", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "सामि-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "भुक्तम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	0.0	1.0	0.0
22	अहः-सङ्क्रान्ताः	[["1.1", "अहः-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "सङ्क्रान्ताः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "अहः-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "सङ्क्रान्ताः", "-,-"], ["2.1", "अस्ति", "-,-"], ["3.1", ".", "-,-"]]	1.0	1.0	1.0
23	रात्रि-सङ्क्रान्ताः	[["1.1", "रात्रि-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "सङ्क्रान्ताः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "रात्रि-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "सङ्क्रान्ताः", "-,-"], ["2.1", "अस्ति", "-,-"], ["3.1", ".", "-,-"]]	1.0	1.0	1.0
24	मुहूर्त्त-सुखम्	[["1.1", "मुहूर्त्त-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "सुखम्", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "मुहूर्त्त-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "सुखम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	1.0	1.0	1.0
25	सर्वरात्र-कल्याणी	[["1.1", "सर्वरात्र-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "कल्याणी", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "सर्वरात्र-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "कल्याणी", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	0.0	1.0	0.0
26	सर्वरात्र-शोभना	[["1.1", "सर्वरात्र-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "शोभना", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "सर्वरात्र-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "शोभना", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	0.0	1.0	0.0
27	प्राप्त-जीविकः	[["1.1", "प्राप्त-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "जीविकः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "प्राप्त-", "तत्पुरुषः,1.2"], ["1.2", "जीविकः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	0.0	1.0	0.0
28	जीविका-प्राप्तः	[["1.1", "जीविका-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "प्राप्तः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "जीविका-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "प्राप्तः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	1.0	1.0	1.0
29	आपन्न-जीविकः	[["1.1", "आपन्न-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "जीविकः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "आपन्न-", "तत्पुरुषः,1.2"], ["1.2", "जीविकः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	0.0	1.0	0.0
30	जीविका-आपन्नः	[["1.1", "जीविका-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "आपन्नः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "जीविका-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "आपन्नः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	1.0	1.0	1.0
31	मास-जातः	[["1.1", "मास-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "जातः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "मास-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "जातः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	1.0	1.0	1.0
32	संवत्सर-जातः	[["1.1", "संवत्सर-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "जातः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "संवत्सर-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "जातः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	1.0	1.0	1.0
33	द्व्यह-जातः	[["1.1", "द्व्यह-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "जातः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "द्व्यह-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "जातः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	0.0	1.0	0.0
34	त्र्यह-जातः	[["1.1", "त्र्यह-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "जातः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "त्र्यह-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "जातः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	0.0	1.0	0.0
35	शङ्कुला-खण्डः	[["1.1", "शङ्कुला-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "खण्डः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "शङ्कुला-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "खण्डः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	0.0	1.0	0.0
36	किरि-काणः	[["1.1", "किरि-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "काणः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "किरि-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "काणः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	0.0	1.0	0.0
37	धान्य-अर्थः	[["1.1", "धान्य-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "अर्थः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "धान्य-", "चतुर्थी-तत्पुरुषः,1.2"], ["1.2", "अर्थः", "प्रयोजनम्,2.1"], ["2.1", "अस्ति", "-,-"], ["3.1", ".", "-,-"]]	0.0	1.0	0.0
38	मास-पूर्वः	[["1.1", "मास-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "पूर्वः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "मास-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "पूर्वः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	0.0	1.0	0.0
39	संवत्सर-पूर्वः	[["1.1", "संवत्सर-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "पूर्वः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "संवत्सर-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "पूर्वः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	0.0	1.0	0.0
40	मातृ-सदृशः	[["1.1", "मातृ-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "सदृशः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "मातृ-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "सदृशः", "विशेषणम्,2.1"], ["2.1", "अस्ति", "-,-"], ["3.1", ".", "-,-"]]	1.0	1.0	1.0
41	पितृ-सदृशः	[["1.1", "पितृ-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "सदृशः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "पितृ-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "सदृशः", "विशेषणम्,2.1"], ["2.1", "अस्ति", "-,-"], ["3.1", ".", "-,-"]]	1.0	1.0	1.0
42	मातृ-समः	[["1.1", "मातृ-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "समः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "मातृ-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "समः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	1.0	1.0	1.0
43	पितृ-समः	[["1.1", "पितृ-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "समः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "पितृ-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "समः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	1.0	1.0	1.0
44	माष-ऊनम्	[["1.1", "माष-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "ऊनम्", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "माष-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "ऊनम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	1.0	1.0	1.0
45	कार्षापण-ऊनम्	[["1.1", "कार्षापण-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "ऊनम्", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "कार्षापण-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "ऊनम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	1.0	1.0	1.0
46	माष-विकलम्	[["1.1", "माष-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "विकलम्", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "माष-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "विकलम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	0.0	1.0	0.0
47	कार्षापण-विकलम्	[["1.1", "कार्षापण-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "विकलम्", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "कार्षापण-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "विकलम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	0.0	1.0	0.0
48	असि-कलहः	[["1.1", "असि-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "कलहः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "असि-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "कलहः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	1.0	1.0	1.0
49	वाक्-कलहः	[["1.1", "वाक्-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "कलहः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "वाक्-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "कलहः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	1.0	1.0	1.0
50	वाम-निपुणः	[["1.1", "वाम-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "निपुणः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "वाम-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "निपुणः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	1.0	1.0	1.0
51	आचार-निपुणः	[["1.1", "आचार-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "निपुणः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "आचार-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "निपुणः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	1.0	1.0	1.0
52	गुड-मिश्रः	[["1.1", "गुड-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "मिश्रः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "गुड-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "मिश्रः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	1.0	1.0	1.0
53	तिल-मिश्रः	[["1.1", "तिल-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "मिश्रः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "तिल-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "मिश्रः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	1.0	1.0	1.0
54	आचार-श्लक्ष्णः	[["1.1", "आचार-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "श्लक्ष्णः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "आचार-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "श्लक्ष्णः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	1.0	1.0	1.0
55	मास-अवरः	[["1.1", "मास-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "अवरः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "मास-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "अवरः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	0.0	1.0	0.0
56	संवत्सर-अवरः	[["1.1", "संवत्सर-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "अवरः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "संवत्सर-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "अवरः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	0.0	1.0	0.0
57	अहि-हतः	[["1.1", "अहि-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "हतः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "अहि-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "हतः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	1.0	1.0	1.0
58	नख-निर्भिन्नः	[["1.1", "नख-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "निर्भिन्नः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "नख-", "-,-"], ["1.2", "निर्भिन्नः", "-,-"], ["2.1", "अस्ति", "-,-"], ["3.1", ".", "-,-"]]	0.0	0.0	0.0
59	परशु-छिन्नः	[["1.1", "परशु-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "छिन्नः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "परशु-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "छिन्नः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	0.0	1.0	0.0
60	काक-पेया	[["1.1", "काक-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "पेया", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "काक-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "पेया", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	1.0	1.0	1.0
61	श्व-लेह्यः	[["1.1", "श्व-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "लेह्यः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "श्व-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "लेह्यः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	1.0	1.0	1.0
62	बाष्प-छेद्यानि	[["1.1", "बाष्प-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "छेद्यानि", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "बाष्प-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "छेद्यानि", "-,-"], ["2.1", "अस्ति", "-,-"], ["3.1", ".", "-,-"]]	1.0	1.0	1.0
63	कण्टक-संचेयः	[["1.1", "कण्टक-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "संचेयः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "कण्टक-", "-,-"], ["1.2", "संचेयः", "-,-"], ["2.1", "अस्ति", "-,-"], ["3.1", ".", "-,-"]]	0.0	0.0	0.0
64	दधि-ओदनः	[["1.1", "दधि-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "ओदनः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "दधि-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "ओदनः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"], ["3.1", ".", "-,-"]]	1.0	1.0	1.0
